league,date,game,actual,line,postPrediction,edge,overProbability,underProbability,evOver,evUnder,decisionSide,decisionReason,actualSide,correct,profit,draftDelta,draftConfidence,draftSignal,draftSignalReason,topPickEffects
LCKCL,2026-04-02,HANJIN BRION Challengers vs Gen.G Global Academy,41,29.5,29.11,-0.39,0.483,0.517,-0.1305,-0.0695,,EV baixo,over,,0,-0.19,0.776,neutral,under bloqueado,TOP Gwen -2.78 | JUNGLE Vi +1.38 | MID Mel -1.08 | SUP Neeko +0.83 | SUP Nami -0.55
LCKCL,2026-04-02,Gen.G Global Academy vs HANJIN BRION Challengers,55,30.5,30.47,-0.03,0.4988,0.5012,-0.1021,-0.0979,,EV baixo,over,,0,0.34,0.805,neutral,over bloqueado,MID Akali +2.8 | SUP Rakan +0.99 | ADC Ezreal -0.72 | TOP Jayce -0.62 | ADC Xayah +0.35
LCKCL,2026-04-02,BNK FEARX Youth vs Nongshim Esports Academy,44,30.5,30.91,0.41,0.518,0.482,-0.0676,-0.1324,,EV baixo,over,,0,0.55,0.803,neutral,over bloqueado,SUP Nautilus +2.17 | ADC Ashe +2.03 | MID Ahri +1.57 | MID Ryze -1.41 | SUP Seraphine +1.04
LCKCL,2026-04-02,BNK FEARX Youth vs Nongshim Esports Academy,31,30.5,30.6,0.1,0.5045,0.4955,-0.0919,-0.1081,,EV baixo,over,,0,-0.37,0.826,neutral,under bloqueado,ADC Yunara -2.78 | ADC Lucian +2.65 | MID Syndra -2.01 | SUP Lulu -1.51 | JUNGLE Xin Zhao -0.49
LCKCL,2026-04-03,T1 Esports Academy vs Hanwha Life Esports Challengers,48,30.5,30.76,0.26,0.5115,0.4885,-0.0793,-0.1207,,EV baixo,over,,0,-0.11,0.837,neutral,under bloqueado,SUP Nautilus +2.23 | ADC Sivir +2.16 | MID Ryze -1.39 | ADC Varus -1.26 | SUP Anivia -0.88
LCKCL,2026-04-03,T1 Esports Academy vs Hanwha Life Esports Challengers,39,33.5,31.85,-1.65,0.4285,0.5715,-0.2287,0.0287,,EV baixo,over,,0,-1.31,0.842,neutral,under bloqueado,ADC Yunara -2.8 | SUP Lulu -1.81 | SUP Thresh -1.52 | ADC Aphelios -0.97 | JUNGLE Wukong -0.74
LCKCL,2026-04-03,DN SOOPers Challengers vs Dplus KIA Challengers,26,35.5,34.44,-1.06,0.454,0.546,-0.1827,-0.0173,,EV baixo,under,,0,-0.92,0.829,neutral,under bloqueado,TOP Zaahen -1.8 | MID Ryze -1.51 | SUP Nami -1.41 | JUNGLE Pantheon +1.25 | ADC Ezreal -0.96
LCKCL,2026-04-03,DN SOOPers Challengers vs Dplus KIA Challengers,31,34.5,33.65,-0.85,0.4631,0.5369,-0.1665,-0.0335,,EV baixo,under,,0,-0.42,0.724,neutral,under bloqueado,ADC Yunara -2.8 | TOP Yasuo -2.13 | SUP Karma -1.26 | SUP Yuumi +1.16 | ADC Zeri +0.9
LCKCL,2026-04-06,Gen.G Global Academy vs BNK FEARX Youth,26,34.5,34.95,0.45,0.5195,0.4805,-0.0649,-0.1351,,EV baixo,under,,0,0.6,0.782,neutral,over bloqueado,ADC Ashe +1.93 | MID Ryze -1.45 | MID Ahri +1.32 | SUP Seraphine +1.17 | JUNGLE Pantheon +1.15
LCKCL,2026-04-06,Gen.G Global Academy vs BNK FEARX Youth,31,34.5,34.19,-0.31,0.4866,0.5134,-0.1241,-0.0759,,EV baixo,under,,0,0,0.815,neutral,under bloqueado,MID Akali +2.8 | ADC Sivir +2.38 | SUP Lulu -1.5 | SUP Bard -1.4 | ADC Ezreal -0.88
LCKCL,2026-04-06,BNK FEARX Youth vs Gen.G Global Academy,30,34.5,34.16,-0.34,0.4851,0.5149,-0.1267,-0.0733,,EV baixo,under,,0,-0.01,0.81,neutral,under bloqueado,TOP Gwen -2.8 | ADC Yunara -2.78 | ADC Xayah +2 | SUP Rakan +1.23 | JUNGLE Vi +0.9
LCKCL,2026-04-06,DN SOOPers Challengers vs HANJIN BRION Challengers,31,33.5,33.29,-0.21,0.4907,0.5093,-0.1167,-0.0833,,EV baixo,under,,0,-0.57,0.851,neutral,under bloqueado,ADC Yunara -2.74 | SUP Nami -1.33 | JUNGLE Pantheon +1.06 | ADC Corki -0.73 | TOP Jayce +0.53
LCKCL,2026-04-06,DN SOOPers Challengers vs HANJIN BRION Challengers,41,33.5,33.73,0.23,0.5102,0.4898,-0.0816,-0.1184,,EV baixo,over,,0,0.53,0.815,neutral,over bloqueado,ADC Sivir +2.32 | ADC Xayah +1.68 | SUP Lulu -1.43 | SUP Rakan +1.15 | JUNGLE Vi +0.87
LCKCL,2026-04-06,HANJIN BRION Challengers vs DN SOOPers Challengers,41,33.5,34.09,0.59,0.5256,0.4744,-0.054,-0.146,,EV baixo,over,,0,0.2,0.809,neutral,over bloqueado,SUP Nautilus +2.33 | ADC Ashe +1.63 | MID Ryze -1.53 | SUP Seraphine +0.85 | JUNGLE Xin Zhao -0.58
LCKCL,2026-04-06,Dplus KIA Challengers vs KT Rolster Challengers,26,33.5,33.71,0.21,0.5093,0.4907,-0.0833,-0.1167,,EV baixo,under,,0,-0.15,0.843,neutral,under bloqueado,ADC Ezreal -1.1 | ADC Corki -1.05 | MID Ahri +1.03 | JUNGLE Vi +0.75 | MID Azir -0.63
LCKCL,2026-04-06,KT Rolster Challengers vs Dplus KIA Challengers,31,33.5,33.18,-0.32,0.4858,0.5142,-0.1255,-0.0745,,EV baixo,under,,0,-0.13,0.835,neutral,under bloqueado,ADC Yunara -2.8 | MID Akali +2.79 | SUP Rell -1.56 | SUP Rakan +1.24 | TOP Kennen +1.11
LCKCL,2026-04-06,KT Rolster Challengers vs Dplus KIA Challengers,23,32.5,32.98,0.48,0.521,0.479,-0.0621,-0.1379,,EV baixo,under,,0,0.05,0.767,neutral,over bloqueado,MID Yone -2.61 | ADC Sivir +2.38 | SUP Blitzcrank -1.28 | ADC Mel +1.14 | SUP Seraphine +1.14
LCKCL,2026-04-07,Nongshim Esports Academy vs T1 Esports Academy,29,30.5,30.48,-0.02,0.499,0.501,-0.1018,-0.0982,,EV baixo,under,,0,-0.49,0.824,neutral,under bloqueado,ADC Yunara -2.7 | SUP Rell -1.37 | SUP Karma -1.09 | JUNGLE Pantheon +1 | ADC Ezreal -0.94
LCKCL,2026-04-07,Nongshim Esports Academy vs T1 Esports Academy,47,30.5,30.44,-0.06,0.4975,0.5025,-0.1045,-0.0955,,EV baixo,over,,0,-0.03,0.793,neutral,under bloqueado,MID Yone -2.65 | ADC Sivir +2.25 | SUP Bard -1.36 | JUNGLE Vi +0.9 | ADC Kaisa -0.55
LCKCL,2026-04-07,T1 Esports Academy vs Nongshim Esports Academy,29,31.5,31.46,-0.04,0.4982,0.5018,-0.1032,-0.0968,,EV baixo,under,,0,-0.52,0.783,neutral,under bloqueado,SUP Lulu -1.55 | MID Ryze -1.5 | TOP Kennen +0.98 | ADC Caitlyn -0.98 | JUNGLE Lee Sin -0.94
LCKCL,2026-04-07,Hanwha Life Esports Challengers vs KRX Challengers,16,31.5,30.61,-0.89,0.4615,0.5385,-0.1694,-0.0306,,EV baixo,under,,0,-0.86,0.862,neutral,under bloqueado,ADC Yunara -2.8 | MID Akali +2.7 | SUP Nami -1.57 | SUP Lulu -1.51 | ADC Corki -1.09
LCKCL,2026-04-07,Hanwha Life Esports Challengers vs KRX Challengers,25,30.5,30.23,-0.27,0.4882,0.5118,-0.1212,-0.0788,,EV baixo,under,,0,0.21,0.767,neutral,over bloqueado,ADC Sivir +2.63 | JUNGLE Pantheon +0.96 | ADC Ezreal -0.88 | SUP Bard -0.87 | SUP Anivia -0.45
LCKCL,2026-04-09,T1 Esports Academy vs Gen.G Global Academy,19,30.5,31.43,0.93,0.5404,0.4596,-0.0273,-0.1727,,EV baixo,under,,0,0.59,0.822,neutral,over bloqueado,ADC Ashe +2.1 | MID Ahri +1.37 | JUNGLE Naafiri +1.27 | MID Ryze -1.04 | SUP Seraphine +0.94
LCKCL,2026-04-09,T1 Esports Academy vs Gen.G Global Academy,39,29.5,30.07,0.57,0.525,0.475,-0.0549,-0.1451,,EV baixo,over,,0,0.54,0.849,neutral,over bloqueado,SUP Nautilus +2.8 | ADC Yunara -2.38 | TOP Aurora +1.82 | ADC Corki -0.72 | TOP Gnar +0.5
LCKCL,2026-04-09,Gen.G Global Academy vs T1 Esports Academy,34,30.5,31.18,0.68,0.5298,0.4702,-0.0464,-0.1536,,EV baixo,over,,0,0.5,0.769,neutral,over bloqueado,ADC Xayah +2.22 | SUP Rakan +1.63 | TOP Zaahen -1.54 | JUNGLE Vi +1.51 | ADC Caitlyn -0.87
LCKCL,2026-04-09,BNK FEARX Youth vs DN SOOPers Challengers,40,30.5,30.83,0.33,0.5146,0.4854,-0.0738,-0.1262,,EV baixo,over,,0,-0.07,0.839,neutral,under bloqueado,SUP Nautilus +2.8 | MID Akali +2.64 | ADC Yunara -2.43 | ADC Ezreal -1.16 | TOP Jayce -0.73
LCKCL,2026-04-09,DN SOOPers Challengers vs BNK FEARX Youth,66,31.5,32.26,0.76,0.5331,0.4669,-0.0405,-0.1595,,EV baixo,over,,0,0.3,0.826,neutral,over bloqueado,ADC Sivir +2.43 | ADC Xayah +2.11 | MID Syndra -1.94 | MID Ryze -1.36 | JUNGLE Vi +1.34
LCKCL,2026-04-09,BNK FEARX Youth vs DN SOOPers Challengers,28,34.5,33.59,-0.91,0.4602,0.5398,-0.1716,-0.0284,,EV baixo,under,,0,-0.93,0.806,neutral,under bloqueado,TOP Zaahen -2.01 | JUNGLE Dr. Mundo -1.94 | SUP Karma -1.47 | ADC Varus -1.45 | ADC Ashe +1.02
LCKCL,2026-04-09,HANJIN BRION Challengers vs Dplus KIA Challengers,26,31.5,31.37,-0.13,0.4942,0.5058,-0.1104,-0.0896,,EV baixo,under,,0,-0.42,0.867,neutral,under bloqueado,ADC Corki -1.33 | MID Ryze -1.29 | MID Azir -0.68 | JUNGLE Nocturne -0.62 | TOP Gnar +0.6
LCKCL,2026-04-09,HANJIN BRION Challengers vs Dplus KIA Challengers,42,31.5,29.91,-1.59,0.4312,0.5688,-0.2238,0.0238,,EV baixo,over,,0,-1.1,0.845,neutral,under bloqueado,ADC Yunara -2.8 | TOP Zaahen -1.98 | SUP Lulu -1.89 | JUNGLE Vi +1.65 | SUP Thresh -1.13
LCKCL,2026-04-09,HANJIN BRION Challengers vs Dplus KIA Challengers,37,32.5,31.85,-0.65,0.4715,0.5285,-0.1513,-0.0487,,EV baixo,over,,0,-0.35,0.754,neutral,under bloqueado,SUP Nami -2.12 | JUNGLE Trundle -2.1 | ADC Lucian +1.96 | JUNGLE Qiyana -1.25 | ADC Caitlyn -0.93
LCKCL,2026-04-10,Hanwha Life Esports Challengers vs KT Rolster Challengers,36,31.5,30.31,-1.19,0.4481,0.5519,-0.1934,-0.0066,,EV baixo,over,,0,-1.08,0.853,neutral,under bloqueado,ADC Ezreal -1.69 | MID Ryze -1.54 | MID Azir -0.96 | JUNGLE Nocturne -0.91 | TOP Renekton -0.68
LCKCL,2026-04-10,Hanwha Life Esports Challengers vs KT Rolster Challengers,29,32.5,32.85,0.35,0.5151,0.4849,-0.0728,-0.1272,,EV baixo,under,,0,0.6,0.831,neutral,over bloqueado,ADC Xayah +2.8 | SUP Nautilus +2.24 | JUNGLE Xin Zhao -1.13 | TOP KSante -0.99 | JUNGLE Jarvan IV -0.87
LCKCL,2026-04-10,Nongshim Esports Academy vs KRX Challengers,29,31.5,31,-0.5,0.4782,0.5218,-0.1392,-0.0608,,EV baixo,under,,0,-0.29,0.845,neutral,under bloqueado,SUP Nami -2.01 | ADC Lucian +1.96 | ADC Varus -1.6 | JUNGLE Vi +1.56 | JUNGLE Xin Zhao -1.09
LCKCL,2026-04-10,Nongshim Esports Academy vs KRX Challengers,27,30.5,29.65,-0.85,0.4632,0.5368,-0.1663,-0.0337,,EV baixo,under,,0,-0.89,0.827,neutral,under bloqueado,ADC Yunara -2.8 | MID Ryze -1.39 | TOP Jayce -1.11 | TOP KSante -0.9 | SUP Rakan +0.79
LCKCL,2026-04-10,Nongshim Esports Academy vs KRX Challengers,27,30.5,29.65,-0.85,0.4631,0.5369,-0.1664,-0.0336,,EV baixo,under,,0,-0.66,0.827,neutral,under bloqueado,JUNGLE Dr. Mundo -2.05 | ADC Ezreal -1.42 | MID Twisted Fate -0.91 | JUNGLE Wukong -0.78 | ADC Kaisa -0.7
LCKCL,2026-04-13,Gen.G Global Academy vs KRX Challengers,33,31.5,30.47,-1.03,0.4553,0.5447,-0.1804,-0.0196,,EV baixo,over,,0,-0.68,0.827,neutral,under bloqueado,MID Anivia -2.69 | JUNGLE Vi +1.7 | ADC Varus -1.4 | ADC Ezreal -1.39 | MID Ryze -1.25
LCKCL,2026-04-13,Gen.G Global Academy vs KRX Challengers,29,31.5,31.96,0.46,0.5202,0.4798,-0.0636,-0.1364,,EV baixo,under,,0,0.23,0.805,neutral,over bloqueado,SUP Nautilus +2.36 | TOP Aurora +1.81 | SUP Rell -1.69 | ADC Corki -1.4 | JUNGLE Poppy +0.67
LCKCL,2026-04-13,KT Rolster Challengers vs HANJIN BRION Challengers,32,32.5,31.5,-1,0.4566,0.5434,-0.1781,-0.0219,,EV baixo,under,,0,-1.04,0.875,neutral,under bloqueado,ADC Yunara -2.71 | ADC Corki -1.39 | TOP Jayce -0.93 | MID Azir -0.63 | JUNGLE Jarvan IV -0.61
LCKCL,2026-04-13,KT Rolster Challengers vs HANJIN BRION Challengers,33,32.5,33.23,0.73,0.5317,0.4683,-0.0429,-0.1571,,EV baixo,over,,0,0.61,0.86,neutral,over bloqueado,ADC Sivir +2.79 | MID Akali +2.37 | SUP Nautilus +2.28 | JUNGLE Vi +1.72 | SUP Lulu -1.66
LCKCL,2026-04-13,Nongshim Esports Academy vs Hanwha Life Esports Challengers,31,31.5,31.53,0.03,0.5013,0.4987,-0.0977,-0.1023,,EV baixo,under,,0,0,0.844,neutral,over bloqueado,ADC Sivir +2.75 | SUP Karma -1.54 | ADC Ezreal -1.32 | MID Annie +0.75 | JUNGLE Jarvan IV -0.63
LCKCL,2026-04-13,Hanwha Life Esports Challengers vs Nongshim Esports Academy,39,31.5,31.67,0.17,0.5073,0.4927,-0.0869,-0.1131,,EV baixo,over,,0,-0.04,0.842,neutral,under bloqueado,ADC Yunara -2.69 | MID Akali +2.31 | SUP Nautilus +2.24 | JUNGLE Xin Zhao -0.86 | SUP Anivia -0.67
LCKCL,2026-04-14,T1 Esports Academy vs DN SOOPers Challengers,48,32.5,32.01,-0.49,0.4788,0.5212,-0.1382,-0.0618,,EV baixo,over,,0,-0.83,0.854,neutral,under bloqueado,SUP Karma -1.61 | JUNGLE Vi +1.55 | ADC Ezreal -1.44 | MID Ryze -1.35 | TOP Jayce -1.08
LCKCL,2026-04-14,T1 Esports Academy vs DN SOOPers Challengers,44,34.5,34.46,-0.04,0.4982,0.5018,-0.1032,-0.0968,,EV baixo,over,,0,0.26,0.826,neutral,over bloqueado,ADC Xayah +2.76 | JUNGLE Wukong -1.22 | JUNGLE Nocturne -0.95 | SUP Rakan +0.45 | MID Annie +0.43
LCKCL,2026-04-14,T1 Esports Academy vs DN SOOPers Challengers,38,35.5,33.31,-2.19,0.4054,0.5946,-0.2702,0.0702,under,EV + edge,over,false,-1,-2.01,0.818,neutral,under bloqueado,ADC Yunara -2.8 | MID Anivia -2.71 | SUP Nami -2.41 | SUP Lulu -2.3 | ADC Corki -2.02
LCKCL,2026-04-14,BNK FEARX Youth vs Dplus KIA Challengers,21,34.5,32.68,-1.82,0.4211,0.5789,-0.242,0.042,,EV baixo,under,,0,-1.35,0.883,neutral,under bloqueado,ADC Corki -1.98 | ADC Ezreal -1.64 | MID Azir -1.39 | JUNGLE Jarvan IV -1.38 | MID Orianna -1.29
LCKCL,2026-04-14,BNK FEARX Youth vs Dplus KIA Challengers,25,32.5,31.56,-0.94,0.4589,0.5411,-0.174,-0.026,,EV baixo,under,,0,-1.28,0.868,neutral,under bloqueado,ADC Yunara -2.8 | SUP Lulu -2.05 | SUP Nautilus +1.89 | MID Ryze -1.47 | ADC Jinx -1.36
LCKCL,2026-04-14,BNK FEARX Youth vs Dplus KIA Challengers,37,32.5,31.95,-0.55,0.4759,0.5241,-0.1434,-0.0566,,EV baixo,over,,0,-0.18,0.795,neutral,under bloqueado,SUP Karma -1.23 | ADC Kaisa -1.06 | MID Annie +0.96 | JUNGLE Lee Sin -0.91 | ADC Jhin +0.63
LCKCL,2026-04-16,KT Rolster Challengers vs Nongshim Esports Academy,38,32.5,31.63,-0.87,0.4622,0.5378,-0.1681,-0.0319,,EV baixo,over,,0,-0.62,0.845,neutral,under bloqueado,MID Akali +2.06 | ADC Ezreal -1.58 | JUNGLE Jarvan IV -1.26 | TOP Jayce -0.99 | SUP Bard -0.64
LCKCL,2026-04-16,KT Rolster Challengers vs Nongshim Esports Academy,36,32.5,30.93,-1.57,0.432,0.568,-0.2225,0.0225,,EV baixo,over,,0,-1.8,0.864,neutral,under bloqueado,ADC Yunara -2.8 | SUP Lulu -2.22 | ADC Ziggs -1.97 | MID Azir -1.42 | MID Orianna -1.33
LCKCL,2026-04-16,Nongshim Esports Academy vs KT Rolster Challengers,43,33.5,33.52,0.02,0.501,0.499,-0.0981,-0.1019,,EV baixo,over,,0,-0.25,0.847,neutral,under bloqueado,SUP Rell -2.18 | ADC Sivir +2.09 | ADC Varus -1.93 | SUP Nautilus +1.57 | JUNGLE Wukong -1.38
LCKCL,2026-04-16,Gen.G Global Academy vs Hanwha Life Esports Challengers,48,34.5,32.72,-1.78,0.4228,0.5772,-0.239,0.039,,EV baixo,over,,0,-1.9,0.887,neutral,under bloqueado,ADC Yunara -2.8 | SUP Lulu -2.41 | MID Ryze -1.92 | ADC Ezreal -1.81 | JUNGLE Jarvan IV -1.6
LCKCL,2026-04-16,Gen.G Global Academy vs Hanwha Life Esports Challengers,39,36.5,34.73,-1.77,0.4233,0.5767,-0.2381,0.0381,,EV baixo,over,,0,-1.47,0.846,neutral,under bloqueado,SUP Nami -2.68 | ADC Corki -2.58 | TOP Zaahen -2.48 | JUNGLE Nocturne -1.36 | SUP Milio -1.06
LCKCL,2026-04-16,Hanwha Life Esports Challengers vs Gen.G Global Academy,34,37.5,36.62,-0.88,0.4617,0.5383,-0.1689,-0.0311,,EV baixo,under,,0,-0.91,0.804,neutral,under bloqueado,TOP Gwen -2.8 | ADC Varus -2.26 | JUNGLE Xin Zhao -1.85 | JUNGLE Olaf -1.59 | SUP Seraphine -1.17
LCKCL,2026-04-16,DN SOOPers Challengers vs KRX Challengers,30,36.5,35.15,-1.35,0.4412,0.5588,-0.2058,0.0058,,EV baixo,under,,0,-1.43,0.862,neutral,under bloqueado,MID Ryze -2.06 | MID Orianna -1.85 | JUNGLE Jarvan IV -1.77 | TOP Jayce -1.57 | SUP Bard -1.3
LCKCL,2026-04-16,DN SOOPers Challengers vs KRX Challengers,36,36.5,36.08,-0.42,0.4818,0.5182,-0.1327,-0.0673,,EV baixo,under,,0,-0.33,0.832,neutral,under bloqueado,ADC Corki -2.45 | JUNGLE Xin Zhao -1.74 | MID Akali +1.43 | JUNGLE Lee Sin -1.27 | ADC Kalista -1.23
LCKCL,2026-04-16,DN SOOPers Challengers vs KRX Challengers,21,36.5,35.56,-0.94,0.459,0.541,-0.1737,-0.0263,,EV baixo,under,,0,-0.98,0.841,neutral,under bloqueado,MID Syndra -2.02 | TOP KSante -1.83 | ADC Kaisa -1.72 | MID Azir -1.68 | TOP Renekton -1.35
LCKCL,2026-04-17,T1 Esports Academy vs Dplus KIA Challengers,34,35.5,33.69,-1.81,0.4216,0.5784,-0.2411,0.0411,,EV baixo,under,,0,-1.44,0.854,neutral,under bloqueado,MID Anivia -2.67 | MID Ryze -1.76 | ADC Aphelios -1.56 | JUNGLE Jarvan IV -1.5 | SUP Thresh -1.4
LCKCL,2026-04-17,T1 Esports Academy vs Dplus KIA Challengers,42,34.5,33.61,-0.89,0.4612,0.5388,-0.1699,-0.0301,,EV baixo,over,,0,-1.18,0.877,neutral,under bloqueado,ADC Yunara -2.8 | SUP Lulu -2.19 | ADC Corki -2.15 | MID Annie +1.19 | JUNGLE Nocturne -1.03
LCKCL,2026-04-17,BNK FEARX Youth vs HANJIN BRION Challengers,23,35.5,33.29,-2.21,0.4047,0.5953,-0.2716,0.0716,under,EV + edge,under,true,0.8,-2.32,0.876,neutral,under bloqueado,SUP Nami -2.49 | ADC Corki -2.14 | MID Azir -1.81 | ADC Ezreal -1.78 | JUNGLE Jarvan IV -1.65
LCKCL,2026-04-17,BNK FEARX Youth vs HANJIN BRION Challengers,34,33.5,32.93,-0.57,0.4751,0.5249,-0.1448,-0.0552,,EV baixo,over,,0,-0.99,0.874,neutral,under bloqueado,ADC Yunara -2.8 | SUP Lulu -1.95 | TOP KSante -1.67 | MID Orianna -1.51 | SUP Milio -1.06
LCKCL,2026-04-20,Nongshim Esports Academy vs Gen.G Global Academy,19,35.5,33.85,-1.65,0.4283,0.5717,-0.229,0.029,,EV baixo,under,,0,-1.2,0.86,neutral,under bloqueado,SUP Nami -2.52 | ADC Corki -2.08 | MID Azir -1.76 | JUNGLE Jarvan IV -1.59 | TOP Jayce -1.46
LCKCL,2026-04-20,Nongshim Esports Academy vs Gen.G Global Academy,33,33.5,32.6,-0.9,0.4607,0.5393,-0.1707,-0.0293,,EV baixo,under,,0,-1.27,0.873,neutral,under bloqueado,ADC Yunara -2.66 | MID Syndra -1.95 | SUP Lulu -1.63 | ADC Ezreal -1.5 | MID Ryze -1.41
LCKCL,2026-04-20,KT Rolster Challengers vs BNK FEARX Youth,38,34.5,33.5,-1,0.4565,0.5435,-0.1783,-0.0217,,EV baixo,over,,0,-0.55,0.872,neutral,under bloqueado,ADC Sivir +2.23 | MID Akali +1.92 | TOP Jayce -1.5 | JUNGLE Jarvan IV -1.49 | ADC Ezreal -1.47
LCKCL,2026-04-20,BNK FEARX Youth vs KT Rolster Challengers,32,34.5,34.32,-0.18,0.4921,0.5079,-0.1141,-0.0859,,EV baixo,under,,0,-0.21,0.831,neutral,under bloqueado,MID Yone -2.71 | SUP Nautilus +1.66 | JUNGLE Xin Zhao -1.37 | SUP Karma -1.35 | MID Viktor -1.34
LCKCL,2026-04-20,KT Rolster Challengers vs BNK FEARX Youth,40,34.5,32.79,-1.71,0.4258,0.5742,-0.2335,0.0335,,EV baixo,over,,0,-1.36,0.863,neutral,under bloqueado,ADC Yunara -2.71 | SUP Nami -2.63 | JUNGLE Trundle -2.18 | MID Syndra -1.95 | SUP Lulu -1.69
LCKCL,2026-04-21,KRX Challengers vs Dplus KIA Challengers,16,32.5,30.75,-1.75,0.4243,0.5757,-0.2362,0.0362,,EV baixo,under,,0,-2.21,0.877,neutral,under bloqueado,SUP Nami -2.51 | ADC Corki -2.23 | MID Azir -1.9 | ADC Ezreal -1.54 | TOP Jayce -1.54
LCKCL,2026-04-21,KRX Challengers vs Dplus KIA Challengers,24,31.5,29.96,-1.54,0.4334,0.5666,-0.2199,0.0199,,EV baixo,under,,0,-1.09,0.879,neutral,under bloqueado,ADC Yunara -2.4 | MID Syndra -1.54 | SUP Lulu -1.39 | JUNGLE Jarvan IV -1.28 | MID Ryze -1.27
LCKCL,2026-04-21,KRX Challengers vs Dplus KIA Challengers,21,30.5,30.28,-0.22,0.4904,0.5096,-0.1173,-0.0827,,EV baixo,under,,0,-0.15,0.709,neutral,under bloqueado,ADC Jinx -1.71 | JUNGLE Skarner +1.4 | TOP Aurora +1.17 | MID Viktor -1.1 | SUP Karma -1.04
LCKCL,2026-04-21,DN SOOPers Challengers vs Hanwha Life Esports Challengers,30,32.5,31.25,-1.25,0.4457,0.5543,-0.1977,-0.0023,,EV baixo,under,,0,-1.53,0.905,neutral,under bloqueado,SUP Nami -2.24 | ADC Yunara -2.09 | ADC Corki -1.74 | SUP Lulu -1.15 | JUNGLE Xin Zhao -1.02
LCKCL,2026-04-21,Hanwha Life Esports Challengers vs DN SOOPers Challengers,17,32.5,33.22,0.72,0.5313,0.4687,-0.0436,-0.1564,,EV baixo,under,,0,0.63,0.849,neutral,over bloqueado,SUP Nautilus +2.14 | MID Azir -1.36 | MID Aurora +1.07 | ADC Ezreal -1.07 | JUNGLE Skarner +1.06
LCKCL,2026-04-21,DN SOOPers Challengers vs Hanwha Life Esports Challengers,34,30.5,31.59,1.09,0.5474,0.4526,-0.0148,-0.1852,,EV baixo,over,,0,0.62,0.855,neutral,over bloqueado,MID Akali +2.65 | JUNGLE Vi +1.82 | TOP Jayce -0.97 | MID Ahri +0.94 | ADC Jhin +0.71
LCKCL,2026-04-23,HANJIN BRION Challengers vs KRX Challengers,20,30.5,30.53,0.03,0.5013,0.4987,-0.0977,-0.1023,,EV baixo,under,,0,0.34,0.888,neutral,over bloqueado,ADC Sivir +2.8 | SUP Nautilus +2.06 | MID Azir -1.34 | ADC Jhin +0.72 | SUP Bard -0.71
LCKCL,2026-04-23,HANJIN BRION Challengers vs KRX Challengers,31,29.5,29.15,-0.35,0.4847,0.5153,-0.1276,-0.0724,,EV baixo,over,,0,0.13,0.846,neutral,over bloqueado,TOP Ambessa +1.19 | MID Aurora +1.09 | ADC Ezreal -0.9 | TOP Jax +0.66 | JUNGLE Skarner +0.64
LCKCL,2026-04-23,Hanwha Life Esports Challengers vs Dplus KIA Challengers,17,29.5,29.31,-0.19,0.4917,0.5083,-0.115,-0.085,,EV baixo,under,,0,-0.28,0.883,neutral,under bloqueado,SUP Nami -1.78 | ADC Lucian +1.71 | ADC Corki -1.24 | TOP Ambessa +1.17 | TOP Rumble +0.69
LCKCL,2026-04-23,Hanwha Life Esports Challengers vs Dplus KIA Challengers,31,28.5,28.87,0.37,0.5161,0.4839,-0.0711,-0.1289,,EV baixo,over,,0,0.35,0.86,neutral,over bloqueado,MID Annie +2.53 | SUP Nautilus +2.27 | MID Aurora +1.31 | ADC Yunara -1.27 | TOP Zaahen -0.87
LCKCL,2026-04-23,Hanwha Life Esports Challengers vs Dplus KIA Challengers,15,28.5,28.81,0.31,0.5136,0.4864,-0.0756,-0.1244,,EV baixo,under,,0,0.19,0.885,neutral,over bloqueado,ADC Sivir +2.8 | TOP Gnar +1.45 | MID Ahri +1.31 | SUP Neeko +0.81 | ADC Ezreal -0.62
LCKCL,2026-04-24,Gen.G Global Academy vs KT Rolster Challengers,37,30.5,30.8,0.3,0.513,0.487,-0.0766,-0.1234,,EV baixo,over,,0,0.75,0.845,neutral,over bloqueado,MID Akali +2.8 | ADC Ashe +1.62 | JUNGLE Skarner +1.06 | SUP Rell -0.76 | SUP Seraphine +0.5
LCKCL,2026-04-24,KT Rolster Challengers vs Gen.G Global Academy,45,30.5,31.07,0.57,0.5248,0.4752,-0.0554,-0.1446,,EV baixo,over,,0,0.6,0.877,neutral,over bloqueado,SUP Nautilus +2.43 | TOP Gnar +1.39 | TOP Aurora +1.25 | SUP Neeko +0.73 | MID Sylas +0.71
LCKCL,2026-04-24,Nongshim Esports Academy vs DN SOOPers Challengers,34,30.5,29.59,-0.91,0.4604,0.5396,-0.1713,-0.0287,,EV baixo,over,,0,-0.6,0.904,neutral,under bloqueado,ADC Yunara -1.3 | MID Azir -1.04 | ADC Ezreal -0.69 | JUNGLE Xin Zhao -0.6 | TOP Jayce -0.53
LCKCL,2026-04-24,Nongshim Esports Academy vs DN SOOPers Challengers,28,30.5,30.7,0.2,0.5086,0.4914,-0.0846,-0.1154,,EV baixo,under,,0,0.39,0.86,neutral,over bloqueado,JUNGLE Vi +2.08 | SUP Nami -1.9 | ADC Ashe +1.37 | TOP Gnar +1.26 | ADC Corki -1.24
