scenarioMove,league,date,game,actual,preLine,marketLine,draftDelta,side,bucket,hitRate,empiricalEv,decision,reason,resultSide,correct,profit
1,LPL,2026-04-19,Anyone s Legend vs Bilibili Gaming,36,26.5,27.5,0.21,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-04-22,Weibo Gaming vs Team WE,25,27.5,28.5,0.21,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-22,Weibo Gaming vs Team WE,22,28.5,29.5,0.21,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-22,Ninjas in Pyjamas vs Anyone s Legend,36,26.5,27.5,1.85,over,muito forte,0.63,0.134,over,edge draft valido,over,true,0.8
1,LPL,2026-04-22,Anyone s Legend vs Ninjas in Pyjamas,23,27.5,26.5,-0.08,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-23,LGD Gaming vs EDward Gaming,20,26.5,27.5,1.6,over,muito forte,0.63,0.134,over,edge draft valido,under,false,-1
1,LPL,2026-04-23,LGD Gaming vs EDward Gaming,26,25.5,26.5,0.74,over,leve,0.489,-0.1198,pass,linha ja moveu 1.0,under,,0
1,LPL,2026-04-23,Ninjas in Pyjamas vs Bilibili Gaming,47,26.5,27.5,1.78,over,muito forte,0.63,0.134,over,edge draft valido,over,true,0.8
1,LPL,2026-04-23,Ninjas in Pyjamas vs Bilibili Gaming,30,28.5,29.5,0.29,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-04-24,Oh My God vs LNG Esports,20,27.5,28.5,0.37,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-24,LNG Esports vs Oh My God,15,26.5,27.5,0.13,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-24,JD Gaming vs Invictus Gaming,30,26.5,27.5,1.28,over,forte,0.611,0.0998,over,edge draft valido,over,true,0.8
1,LPL,2026-04-24,JD Gaming vs Invictus Gaming,32,26.5,27.5,0.99,over,bom,0.584,0.0512,over,edge draft valido,over,true,0.8
1,LPL,2026-04-25,Top Esports vs Ninjas in Pyjamas,33,27.5,28.5,1,over,bom,0.584,0.0512,over,edge draft valido,over,true,0.8
1,LPL,2026-04-25,Top Esports vs Ninjas in Pyjamas,31,28.5,29.5,0,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-04-25,JD Gaming vs Team WE,28,27.5,28.5,1.09,over,medio,0.562,0.0116,pass,EV historico baixo,under,,0
1,LPL,2026-04-25,JD Gaming vs Team WE,24,27.5,28.5,0.25,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-25,Weibo Gaming vs Anyone s Legend,26,26.5,27.5,0.7,over,leve,0.489,-0.1198,pass,linha ja moveu 1.0,under,,0
1,LPL,2026-04-25,Anyone s Legend vs Weibo Gaming,25,26.5,27.5,1.39,over,forte,0.611,0.0998,over,edge draft valido,under,false,-1
1,LPL,2026-04-25,Weibo Gaming vs Anyone s Legend,22,26.5,25.5,-0.46,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-26,Ultra Prime vs LGD Gaming,40,26.5,27.5,0.26,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-04-26,Ultra Prime vs LGD Gaming,17,27.5,28.5,0.05,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-26,Bilibili Gaming vs Weibo Gaming,26,27.5,28.5,1.05,over,medio,0.562,0.0116,pass,EV historico baixo,under,,0
1,LPL,2026-04-26,Weibo Gaming vs Bilibili Gaming,36,26.5,27.5,1.42,over,forte,0.611,0.0998,over,edge draft valido,over,true,0.8
1,LPL,2026-04-28,Invictus Gaming vs Anyone s Legend,15,26.5,25.5,-0.29,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-28,Anyone s Legend vs Invictus Gaming,30,25.5,26.5,1.31,over,forte,0.611,0.0998,over,edge draft valido,over,true,0.8
1,LPL,2026-04-28,Top Esports vs Weibo Gaming,27,27.5,28.5,0.51,over,fraco,0.47,-0.154,pass,delta draft baixo,under,,0
1,LPL,2026-04-28,Top Esports vs Weibo Gaming,36,27.5,28.5,0.8,over,bom,0.584,0.0512,over,edge draft valido,over,true,0.8
1,LPL,2026-04-29,JD Gaming vs Ninjas in Pyjamas,27,27.5,28.5,0.79,over,bom,0.584,0.0512,over,edge draft valido,under,false,-1
1,LPL,2026-04-29,Ninjas in Pyjamas vs JD Gaming,30,27.5,26.5,-0.08,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-04-29,Bilibili Gaming vs Team WE,40,28.5,29.5,0.23,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-04-29,Team WE vs Bilibili Gaming,35,29.5,28.5,-0.04,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-04-30,ThunderTalk Gaming vs LGD Gaming,24,27.5,26.5,-0.16,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-30,ThunderTalk Gaming vs LGD Gaming,12,27.5,26.5,-1.16,under,medio,0.562,0.0116,pass,EV historico baixo,under,,0
1,LPL,2026-04-30,LGD Gaming vs ThunderTalk Gaming,24,25.5,26.5,0.23,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-30,EDward Gaming vs Ultra Prime,22,26.5,27.5,0.1,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-30,EDward Gaming vs Ultra Prime,15,26.5,27.5,0.3,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-04-30,EDward Gaming vs Ultra Prime,32,24.5,25.5,1.38,over,forte,0.611,0.0998,over,edge draft valido,over,true,0.8
1,LPL,2026-05-01,Anyone s Legend vs Top Esports,30,26.5,27.5,1.14,over,medio,0.562,0.0116,pass,EV historico baixo,over,,0
1,LPL,2026-05-01,Anyone s Legend vs Top Esports,26,26.5,25.5,-0.31,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-01,Invictus Gaming vs Weibo Gaming,38,26.5,27.5,1.82,over,muito forte,0.63,0.134,over,edge draft valido,over,true,0.8
1,LPL,2026-05-01,Weibo Gaming vs Invictus Gaming,25,27.5,26.5,-0.7,under,leve,0.489,-0.1198,pass,linha ja moveu 1.0,under,,0
1,LPL,2026-05-01,Invictus Gaming vs Weibo Gaming,23,27.5,26.5,-0.51,under,fraco,0.47,-0.154,pass,delta draft baixo,under,,0
1,LPL,2026-05-02,Team WE vs JD Gaming,24,26.5,25.5,-0.03,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-02,JD Gaming vs Team WE,19,26.5,25.5,-0.59,under,fraco,0.47,-0.154,pass,delta draft baixo,under,,0
1,LPL,2026-05-02,JD Gaming vs Team WE,31,25.5,26.5,1.54,over,muito forte,0.63,0.134,over,edge draft valido,over,true,0.8
1,LPL,2026-05-02,Weibo Gaming vs Top Esports,27,26.5,27.5,1.98,over,muito forte,0.63,0.134,over,edge draft valido,under,false,-1
1,LPL,2026-05-02,Top Esports vs Weibo Gaming,27,26.5,27.5,0.2,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-02,Invictus Gaming vs Anyone s Legend,31,25.5,26.5,0.3,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-02,Anyone s Legend vs Invictus Gaming,29,26.5,27.5,0.41,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-03,LNG Esports vs ThunderTalk Gaming,29,25.5,26.5,0.38,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-03,LNG Esports vs ThunderTalk Gaming,48,26.5,27.5,1.14,over,medio,0.562,0.0116,pass,EV historico baixo,over,,0
1,LPL,2026-05-03,ThunderTalk Gaming vs LNG Esports,28,28.5,27.5,-1.14,under,medio,0.562,0.0116,pass,EV historico baixo,over,,0
1,LPL,2026-05-03,Ninjas in Pyjamas vs Bilibili Gaming,30,30.5,29.5,-0.37,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-03,Bilibili Gaming vs Ninjas in Pyjamas,22,30.5,29.5,-0.08,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-03,Ninjas in Pyjamas vs Bilibili Gaming,23,29.5,30.5,0.52,over,fraco,0.47,-0.154,pass,delta draft baixo,under,,0
1,LPL,2026-05-06,Team WE vs Invictus Gaming,36,27.5,28.5,0.59,over,fraco,0.47,-0.154,pass,delta draft baixo,over,,0
1,LPL,2026-05-06,Team WE vs Invictus Gaming,27,28.5,27.5,-0.42,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-06,Team WE vs Invictus Gaming,23,28.5,29.5,0.16,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-06,JD Gaming vs Top Esports,31,27.5,28.5,0.94,over,bom,0.584,0.0512,over,edge draft valido,over,true,0.8
1,LPL,2026-05-06,JD Gaming vs Top Esports,21,28.5,29.5,0.74,over,leve,0.489,-0.1198,pass,linha ja moveu 1.0,under,,0
1,LPL,2026-05-06,JD Gaming vs Top Esports,29,27.5,26.5,-0.05,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-07,Team WE vs Weibo Gaming,33,27.5,28.5,0.77,over,bom,0.584,0.0512,over,edge draft valido,over,true,0.8
1,LPL,2026-05-07,Team WE vs Weibo Gaming,24,28.5,27.5,-0.5,under,fraco,0.47,-0.154,pass,delta draft baixo,under,,0
1,LPL,2026-05-07,Team WE vs Weibo Gaming,18,28.5,27.5,-0.47,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-07,Anyone s Legend vs Ninjas in Pyjamas,16,27.5,28.5,1.28,over,forte,0.611,0.0998,over,edge draft valido,under,false,-1
1,LPL,2026-05-07,Ninjas in Pyjamas vs Anyone s Legend,22,26.5,27.5,0.52,over,fraco,0.47,-0.154,pass,delta draft baixo,under,,0
1,LPL,2026-05-08,LNG Esports vs Ultra Prime,15,25.5,26.5,0.31,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-08,LNG Esports vs Ultra Prime,50,24.5,25.5,1.78,over,muito forte,0.63,0.134,over,edge draft valido,over,true,0.8
1,LPL,2026-05-08,LNG Esports vs Ultra Prime,22,26.5,27.5,0.29,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-08,JD Gaming vs Bilibili Gaming,24,26.5,27.5,1.83,over,muito forte,0.63,0.134,over,edge draft valido,under,false,-1
1,LPL,2026-05-08,JD Gaming vs Bilibili Gaming,35,26.5,27.5,0.99,over,bom,0.584,0.0512,over,edge draft valido,over,true,0.8
1,LPL,2026-05-09,Invictus Gaming vs Ninjas in Pyjamas,24,26.5,27.5,1.13,over,medio,0.562,0.0116,pass,EV historico baixo,under,,0
1,LPL,2026-05-09,Ninjas in Pyjamas vs Invictus Gaming,27,26.5,27.5,1.02,over,medio,0.562,0.0116,pass,EV historico baixo,under,,0
1,LPL,2026-05-09,Team WE vs Top Esports,32,26.5,27.5,0.88,over,bom,0.584,0.0512,over,edge draft valido,over,true,0.8
1,LPL,2026-05-09,Team WE vs Top Esports,21,26.5,25.5,-0.35,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-10,Ninjas in Pyjamas vs Weibo Gaming,33,26.5,25.5,-0.32,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-10,Weibo Gaming vs Ninjas in Pyjamas,33,26.5,27.5,0.34,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-10,JD Gaming vs Anyone s Legend,29,26.5,27.5,1.05,over,medio,0.562,0.0116,pass,EV historico baixo,over,,0
1,LPL,2026-05-10,Anyone s Legend vs JD Gaming,16,26.5,27.5,0.39,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-10,JD Gaming vs Anyone s Legend,20,25.5,26.5,0.98,over,bom,0.584,0.0512,over,edge draft valido,under,false,-1
1,LPL,2026-05-12,Ninjas in Pyjamas vs Top Esports,20,26.5,27.5,0.61,over,leve,0.489,-0.1198,pass,linha ja moveu 1.0,under,,0
1,LPL,2026-05-12,Ninjas in Pyjamas vs Top Esports,24,25.5,26.5,1.03,over,medio,0.562,0.0116,pass,EV historico baixo,under,,0
1,LPL,2026-05-12,Top Esports vs Ninjas in Pyjamas,31,25.5,26.5,1.26,over,forte,0.611,0.0998,over,edge draft valido,over,true,0.8
1,LPL,2026-05-12,Bilibili Gaming vs Invictus Gaming,32,25.5,26.5,0,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-12,Invictus Gaming vs Bilibili Gaming,42,26.5,27.5,1.53,over,muito forte,0.63,0.134,over,edge draft valido,over,true,0.8
1,LPL,2026-05-12,Bilibili Gaming vs Invictus Gaming,31,28.5,29.5,0.26,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-13,EDward Gaming vs Oh My God,18,25.5,24.5,-0.22,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-13,EDward Gaming vs Oh My God,23,24.5,25.5,0.78,over,bom,0.584,0.0512,over,edge draft valido,under,false,-1
1,LPL,2026-05-13,Oh My God vs EDward Gaming,22,23.5,24.5,1.83,over,muito forte,0.63,0.134,over,edge draft valido,under,false,-1
1,LPL,2026-05-13,Anyone s Legend vs Team WE,14,24.5,25.5,1.32,over,forte,0.611,0.0998,over,edge draft valido,under,false,-1
1,LPL,2026-05-13,Anyone s Legend vs Team WE,27,23.5,24.5,1.12,over,medio,0.562,0.0116,pass,EV historico baixo,over,,0
1,LPL,2026-05-13,Anyone s Legend vs Team WE,40,23.5,24.5,0.92,over,bom,0.584,0.0512,over,edge draft valido,over,true,0.8
1,LPL,2026-05-14,LNG Esports vs LGD Gaming,21,24.5,25.5,0.49,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-14,LNG Esports vs LGD Gaming,32,23.5,22.5,-0.46,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-14,JD Gaming vs Weibo Gaming,24,25.5,26.5,1.12,over,medio,0.562,0.0116,pass,EV historico baixo,under,,0
1,LPL,2026-05-14,Weibo Gaming vs JD Gaming,19,25.5,26.5,0.35,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-14,JD Gaming vs Weibo Gaming,17,24.5,25.5,0.41,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-15,Ultra Prime vs Oh My God,26,24.5,25.5,1.62,over,muito forte,0.63,0.134,over,edge draft valido,over,true,0.8
1,LPL,2026-05-15,Ultra Prime vs Oh My God,24,23.5,24.5,0.67,over,leve,0.489,-0.1198,pass,linha ja moveu 1.0,under,,0
1,LPL,2026-05-15,Top Esports vs Bilibili Gaming,50,26.5,27.5,2.07,over,muito forte,0.63,0.134,over,edge draft valido,over,true,0.8
1,LPL,2026-05-15,Bilibili Gaming vs Top Esports,32,27.5,28.5,0.03,over,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-16,ThunderTalk Gaming vs EDward Gaming,25,25.5,26.5,0.81,over,bom,0.584,0.0512,over,edge draft valido,under,false,-1
1,LPL,2026-05-16,ThunderTalk Gaming vs EDward Gaming,20,25.5,26.5,0.44,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-16,EDward Gaming vs ThunderTalk Gaming,43,25.5,26.5,1.41,over,forte,0.611,0.0998,over,edge draft valido,over,true,0.8
1,LPL,2026-05-16,Team WE vs Ninjas in Pyjamas,38,26.5,25.5,-0.11,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-16,Team WE vs Ninjas in Pyjamas,22,28.5,27.5,-0.77,under,bom,0.584,0.0512,under,edge draft valido,under,true,0.8
1,LPL,2026-05-16,Team WE vs Ninjas in Pyjamas,25,27.5,26.5,-1.67,under,muito forte,0.63,0.134,under,edge draft valido,under,true,0.8
1,LPL,2026-05-17,Invictus Gaming vs JD Gaming,42,26.5,25.5,0,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-17,Invictus Gaming vs JD Gaming,30,28.5,27.5,-0.35,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-17,JD Gaming vs Invictus Gaming,39,28.5,27.5,-0.49,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-17,Bilibili Gaming vs Anyone s Legend,42,29.5,28.5,-0.48,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-17,Anyone s Legend vs Bilibili Gaming,29,31.5,30.5,-1.78,under,muito forte,0.63,0.134,under,edge draft valido,under,true,0.8
1,LPL,2026-05-23,LNG Esports vs Team WE,11,30.5,29.5,-2.08,under,muito forte,0.63,0.134,under,edge draft valido,under,true,0.8
1,LPL,2026-05-23,Team WE vs LNG Esports,29,28.5,27.5,-0.62,under,leve,0.489,-0.1198,pass,linha ja moveu 1.0,over,,0
1,LPL,2026-05-23,LNG Esports vs Team WE,34,29.5,28.5,-0.5,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-23,LNG Esports vs Team WE,24,29.5,28.5,-1.41,under,forte,0.611,0.0998,under,edge draft valido,under,true,0.8
1,LPL,2026-05-23,LNG Esports vs Team WE,17,28.5,27.5,-0.39,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-23,ThunderTalk Gaming vs Invictus Gaming,23,28.5,27.5,-0.49,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-23,ThunderTalk Gaming vs Invictus Gaming,33,28.5,29.5,1.16,over,medio,0.562,0.0116,pass,EV historico baixo,over,,0
1,LPL,2026-05-23,Invictus Gaming vs ThunderTalk Gaming,26,29.5,28.5,-0.15,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-24,EDward Gaming vs Ninjas in Pyjamas,14,27.5,26.5,-0.38,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-24,EDward Gaming vs Ninjas in Pyjamas,37,25.5,26.5,0.6,over,fraco,0.47,-0.154,pass,delta draft baixo,over,,0
1,LPL,2026-05-24,Ninjas in Pyjamas vs EDward Gaming,32,26.5,27.5,0.52,over,fraco,0.47,-0.154,pass,delta draft baixo,over,,0
1,LPL,2026-05-24,EDward Gaming vs Ninjas in Pyjamas,32,27.5,26.5,-0.07,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-24,Ninjas in Pyjamas vs EDward Gaming,27,27.5,26.5,-0.28,under,sem faixa,,,pass,delta draft baixo,over,,0
1,LPL,2026-05-24,LGD Gaming vs Weibo Gaming,15,26.5,25.5,-0.39,under,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-24,Weibo Gaming vs LGD Gaming,15,24.5,25.5,0.29,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-24,LGD Gaming vs Weibo Gaming,30,23.5,24.5,0.79,over,bom,0.584,0.0512,over,edge draft valido,over,true,0.8
1,LPL,2026-05-24,Weibo Gaming vs LGD Gaming,22,25.5,26.5,0.1,over,sem faixa,,,pass,delta draft baixo,under,,0
1,LPL,2026-05-24,Weibo Gaming vs LGD Gaming,21,24.5,25.5,0.35,over,sem faixa,,,pass,delta draft baixo,under,,0
1,CBLOL,2026-02-02,Vivo Keyd Stars vs paiN Gaming,23,29.5,30.5,0.06,over,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-02,Leviatan vs Fluxo W7M,23,29.5,30.5,0.28,over,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-02,Leviatan vs Fluxo W7M,35,29.5,30.5,0.35,over,sem faixa,,,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-03,Leviatan vs paiN Gaming,22,29.5,30.5,0.39,over,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-03,paiN Gaming vs Leviatan,28,28.5,29.5,1,over,bom,0.584,0.0512,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-03,Leviatan vs paiN Gaming,31,27.5,28.5,1.01,over,medio,0.562,0.0116,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-03,Leviatan vs paiN Gaming,47,27.5,28.5,0.9,over,bom,0.584,0.0512,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-07,LOUD vs Vivo Keyd Stars,35,28.5,29.5,0.6,over,leve,0.489,-0.1198,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-07,Vivo Keyd Stars vs LOUD,23,29.5,28.5,-0.39,under,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-07,Leviatan vs FURIA,28,29.5,28.5,-0.04,under,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-07,Leviatan vs FURIA,31,28.5,29.5,0.62,over,leve,0.489,-0.1198,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-08,RED Canids vs FURIA,36,29.5,28.5,0,under,sem faixa,,,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-08,FURIA vs RED Canids,35,30.5,29.5,-0.1,under,sem faixa,,,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-08,Los Grandes vs LOUD,39,30.5,31.5,0.59,over,fraco,0.47,-0.154,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-08,Los Grandes vs LOUD,26,30.5,31.5,0.97,over,bom,0.584,0.0512,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-08,Los Grandes vs LOUD,23,30.5,29.5,-0.17,under,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-14,Leviatan vs Vivo Keyd Stars,21,29.5,28.5,-0.41,under,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-14,Leviatan vs Vivo Keyd Stars,25,28.5,29.5,0.35,over,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-14,Leviatan vs Vivo Keyd Stars,28,27.5,28.5,0.66,over,leve,0.489,-0.1198,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-14,Leviatan vs Vivo Keyd Stars,24,28.5,27.5,-0.2,under,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-15,Leviatan vs FURIA,24,28.5,29.5,0.06,over,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-15,Leviatan vs FURIA,36,28.5,29.5,0.57,over,fraco,0.47,-0.154,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-15,Leviatan vs FURIA,26,27.5,26.5,-0.19,under,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-21,LOUD vs RED Canids,21,28.5,27.5,-0.37,under,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-21,RED Canids vs LOUD,29,27.5,28.5,0.43,over,sem faixa,,,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-21,RED Canids vs LOUD,34,27.5,28.5,0.39,over,sem faixa,,,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-21,RED Canids vs LOUD,32,28.5,29.5,0.05,over,sem faixa,,,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-22,Los Grandes vs FURIA,23,27.5,28.5,0.6,over,fraco,0.47,-0.154,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-22,Los Grandes vs FURIA,24,26.5,27.5,1.01,over,medio,0.562,0.0116,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-22,Los Grandes vs FURIA,23,25.5,26.5,0.07,over,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-22,Los Grandes vs FURIA,18,25.5,26.5,0.29,over,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-28,RED Canids vs FURIA,28,25.5,26.5,1.29,over,forte,0.611,0.0998,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-02-28,FURIA vs RED Canids,22,26.5,27.5,1.13,over,medio,0.562,0.0116,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-28,FURIA vs RED Canids,21,25.5,26.5,1.52,over,muito forte,0.63,0.134,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-02-28,FURIA vs RED Canids,20,24.5,25.5,0.42,over,sem faixa,,,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-03-01,LOUD vs RED Canids,33,24.5,25.5,1.3,over,forte,0.611,0.0998,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-03-01,RED Canids vs LOUD,18,25.5,26.5,1.69,over,muito forte,0.63,0.134,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-03-01,RED Canids vs LOUD,40,24.5,25.5,0.98,over,bom,0.584,0.0512,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-03-28,RED Canids vs LOUD,46,25.5,26.5,1.11,over,medio,0.562,0.0116,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-03-28,RED Canids vs LOUD,21,27.5,28.5,0.53,over,fraco,0.47,-0.154,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-03-28,FURIA vs Los Grandes,16,24.5,25.5,1.64,over,muito forte,0.63,0.134,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-03-28,FURIA vs Los Grandes,18,22.5,23.5,1.11,over,medio,0.562,0.0116,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-03-28,Los Grandes vs FURIA,39,21.5,22.5,0.51,over,fraco,0.47,-0.154,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-03-29,Vivo Keyd Stars vs paiN Gaming,25,24.5,25.5,1.24,over,medio,0.562,0.0116,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-03-29,Vivo Keyd Stars vs paiN Gaming,31,24.5,25.5,0.65,over,leve,0.489,-0.1198,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-03-29,Fluxo W7M vs Leviatan,23,25.5,26.5,1.3,over,forte,0.611,0.0998,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-03-29,Fluxo W7M vs Leviatan,38,25.5,26.5,1.14,over,medio,0.562,0.0116,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-04-04,Fluxo W7M vs RED Canids,19,26.5,27.5,1.08,over,medio,0.562,0.0116,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-04-04,RED Canids vs Fluxo W7M,28,26.5,27.5,0.76,over,bom,0.584,0.0512,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-04-04,LOUD vs paiN Gaming,16,27.5,28.5,0.6,over,leve,0.489,-0.1198,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-04-04,LOUD vs paiN Gaming,29,26.5,27.5,0.99,over,bom,0.584,0.0512,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-04-05,Los Grandes vs Leviatan,28,25.5,26.5,0.63,over,leve,0.489,-0.1198,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-04-05,Los Grandes vs Leviatan,26,25.5,26.5,1.43,over,forte,0.611,0.0998,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-04-05,Vivo Keyd Stars vs FURIA,19,24.5,25.5,1.02,over,medio,0.562,0.0116,pass,draft ruim no historico atual,under,,0
1,CBLOL,2026-04-05,Vivo Keyd Stars vs FURIA,27,23.5,24.5,0.4,over,sem faixa,,,pass,draft ruim no historico atual,over,,0
1,CBLOL,2026-04-11,Leviatan vs FURIA,38,24.5,25.5,1,over,bom,0.584,0.0512,pass,draft ruim no historico atual,over,,0
